Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201312210GSW,https://www.basketball-reference.com/boxscores/pbp/201312210GSW.html,Golden State Warriors,Los Angeles Lakers,GSW,LAL,C. Kaman,A. Bogut,X. Henry,LAL,GSW,D. Lee,/players/l/leeda02.html,LAL,GSW,A. Bogut,C. Kaman,1
201312210LAC,https://www.basketball-reference.com/boxscores/pbp/201312210LAC.html,Los Angeles Clippers,Denver Nuggets,LAC,DEN,D. Jordan,J. Hickson,J. Crawford,DEN,LAC,B. Griffin,/players/g/griffbl01.html,DEN,LAC,J. Hickson,D. Jordan,1
201312210NYK,https://www.basketball-reference.com/boxscores/pbp/201312210NYK.html,New York Knicks,Memphis Grizzlies,NYK,MEM,E. Davis,T. Chandler,C. Anthony,MEM,NYK,M. Conley,/players/c/conlemi01.html,MEM,NYK,T. Chandler,E. Davis,1
201312220IND,https://www.basketball-reference.com/boxscores/pbp/201312220IND.html,Indiana Pacers,Boston Celtics,IND,BOS,R. Hibbert,B. Bass,R. Hibbert,BOS,IND,J. Sullinger,/players/s/sullija01.html,BOS,IND,B. Bass,R. Hibbert,1
201312220OKC,https://www.basketball-reference.com/boxscores/pbp/201312220OKC.html,Oklahoma City Thunder,Toronto Raptors,OKC,TOR,J. Valančiūnas,S. Ibaka,S. Ibaka,TOR,OKC,T. Sefolosha,/players/s/sefolth01.html,TOR,OKC,S. Ibaka,J. Valančiūnas,1
201312220LAC,https://www.basketball-reference.com/boxscores/pbp/201312220LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,N. Peković,D. Jordan,B. Griffin,MIN,LAC,C. Paul,/players/p/paulch01.html,MIN,LAC,D. Jordan,N. Peković,1
201312230CHA,https://www.basketball-reference.com/boxscores/pbp/201312230CHA.html,Charlotte Bobcats,Milwaukee Bucks,CHA,MIL,M. Raduljica,J. McRoberts,A. Jefferson,MIL,CHA,A. Jefferson,/players/j/jeffeal01.html,MIL,CHA,J. McRoberts,M. Raduljica,1
201312230CLE,https://www.basketball-reference.com/boxscores/pbp/201312230CLE.html,Cleveland Cavaliers,Detroit Pistons,CLE,DET,A. Drummond,A. Bynum,A. Drummond,DET,CLE,K. Irving,/players/i/irvinky01.html,DET,CLE,A. Bynum,A. Drummond,1
201312230ORL,https://www.basketball-reference.com/boxscores/pbp/201312230ORL.html,Orlando Magic,New York Knicks,ORL,NYK,N. Vučević,T. Chandler,G. Davis,NYK,ORL,J. Nelson,/players/n/nelsoja01.html,NYK,ORL,T. Chandler,N. Vučević,1
201312230BRK,https://www.basketball-reference.com/boxscores/pbp/201312230BRK.html,Brooklyn Nets,Indiana Pacers,BRK,IND,R. Hibbert,K. Garnett,M. Teletović,IND,BRK,D. Williams,/players/w/willide01.html,IND,BRK,K. Garnett,R. Hibbert,1
201312230MIA,https://www.basketball-reference.com/boxscores/pbp/201312230MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,A. Horford,C. Bosh,L. James,ATL,MIA,K. Korver,/players/k/korveky01.html,ATL,MIA,C. Bosh,A. Horford,1
201312230HOU,https://www.basketball-reference.com/boxscores/pbp/201312230HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,D. Howard,S. Dalembert,D. Nowitzki,DAL,HOU,S. Marion,/players/m/mariosh01.html,DAL,HOU,S. Dalembert,D. Howard,1
201312230MEM,https://www.basketball-reference.com/boxscores/pbp/201312230MEM.html,Memphis Grizzlies,Utah Jazz,MEM,UTA,K. Koufos,D. Favors,J. Johnson,UTA,MEM,J. Johnson,/players/j/johnsja01.html,UTA,MEM,D. Favors,K. Koufos,1
201312230SAS,https://www.basketball-reference.com/boxscores/pbp/201312230SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,J. Valančiūnas,T. Duncan,K. Lowry,TOR,SAS,A. Johnson,/players/j/johnsam01.html,TOR,SAS,T. Duncan,J. Valančiūnas,1
201312230DEN,https://www.basketball-reference.com/boxscores/pbp/201312230DEN.html,Denver Nuggets,Golden State Warriors,DEN,GSW,T. Mozgov,A. Bogut,D. Lee,GSW,DEN,S. Curry,/players/c/curryst01.html,GSW,DEN,A. Bogut,T. Mozgov,1
201312230PHO,https://www.basketball-reference.com/boxscores/pbp/201312230PHO.html,Phoenix Suns,Los Angeles Lakers,PHO,LAL,M. Plumlee,P. Gasol,S. Williams,LAL,PHO,X. Henry,/players/h/henryxa01.html,LAL,PHO,P. Gasol,M. Plumlee,1
201312230SAC,https://www.basketball-reference.com/boxscores/pbp/201312230SAC.html,Sacramento Kings,New Orleans Pelicans,SAC,NOP,J. Thompson,A. Davis,E. Gordon,NOP,SAC,R. Anderson,/players/a/anderry01.html,NOP,SAC,A. Davis,J. Thompson,1
201312250NYK,https://www.basketball-reference.com/boxscores/pbp/201312250NYK.html,New York Knicks,Oklahoma City Thunder,NYK,OKC,S. Ibaka,T. Chandler,K. Durant,OKC,NYK,A. Bargnani,/players/b/bargnan01.html,OKC,NYK,T. Chandler,S. Ibaka,1
201312250LAL,https://www.basketball-reference.com/boxscores/pbp/201312250LAL.html,Los Angeles Lakers,Miami Heat,LAL,MIA,P. Gasol,C. Bosh,W. Johnson,MIA,LAL,J. Farmar,/players/f/farmajo01.html,MIA,LAL,C. Bosh,P. Gasol,1
201312250SAS,https://www.basketball-reference.com/boxscores/pbp/201312250SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,D. Howard,T. Duncan,D. Howard,HOU,SAS,T. Jones,/players/j/joneste01.html,HOU,SAS,T. Duncan,D. Howard,1
201312250GSW,https://www.basketball-reference.com/boxscores/pbp/201312250GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,D. Jordan,A. Bogut,B. Griffin,LAC,GSW,B. Griffin,/players/g/griffbl01.html,LAC,GSW,A. Bogut,D. Jordan,1
201312250BRK,https://www.basketball-reference.com/boxscores/pbp/201312250BRK.html,Brooklyn Nets,Chicago Bulls,BRK,CHI,J. Noah,K. Garnett,K. Garnett,CHI,BRK,C. Boozer,/players/b/boozeca01.html,CHI,BRK,K. Garnett,J. Noah,1
201312260CLE,https://www.basketball-reference.com/boxscores/pbp/201312260CLE.html,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,A. Horford,A. Bynum,K. Korver,ATL,CLE,K. Irving,/players/i/irvinky01.html,ATL,CLE,A. Bynum,A. Horford,1
201312260HOU,https://www.basketball-reference.com/boxscores/pbp/201312260HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,K. Koufos,D. Howard,Z. Randolph,MEM,HOU,M. Conley,/players/c/conlemi01.html,MEM,HOU,D. Howard,K. Koufos,1
201312260DAL,https://www.basketball-reference.com/boxscores/pbp/201312260DAL.html,Dallas Mavericks,San Antonio Spurs,DAL,SAS,T. Duncan,D. Blair,D. Nowitzki,SAS,DAL,T. Parker,/players/p/parketo01.html,SAS,DAL,D. Blair,T. Duncan,1
201312260POR,https://www.basketball-reference.com/boxscores/pbp/201312260POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,R. Lopez,D. Jordan,C. Paul,LAC,POR,C. Paul,/players/p/paulch01.html,LAC,POR,D. Jordan,R. Lopez,1
201312270CHA,https://www.basketball-reference.com/boxscores/pbp/201312270CHA.html,Charlotte Bobcats,Oklahoma City Thunder,CHA,OKC,J. McRoberts,S. Ibaka,S. Ibaka,OKC,CHA,A. Jefferson,/players/j/jeffeal01.html,OKC,CHA,S. Ibaka,J. McRoberts,1
201312270ORL,https://www.basketball-reference.com/boxscores/pbp/201312270ORL.html,Orlando Magic,Detroit Pistons,ORL,DET,N. Vučević,A. Drummond,A. Afflalo,DET,ORL,G. Davis,/players/d/davisgl01.html,DET,ORL,A. Drummond,N. Vučević,1
201312270BRK,https://www.basketball-reference.com/boxscores/pbp/201312270BRK.html,Brooklyn Nets,Milwaukee Bucks,BRK,MIL,J. Henson,K. Garnett,E. İlyasova,MIL,BRK,J. Johnson,/players/j/johnsjo02.html,MIL,BRK,K. Garnett,J. Henson,1
201312270NYK,https://www.basketball-reference.com/boxscores/pbp/201312270NYK.html,New York Knicks,Toronto Raptors,NYK,TOR,J. Valančiūnas,T. Chandler,A. Johnson,TOR,NYK,T. Ross,/players/r/rosste01.html,TOR,NYK,T. Chandler,J. Valančiūnas,1
201312270MIN,https://www.basketball-reference.com/boxscores/pbp/201312270MIN.html,Minnesota Timberwolves,Washington Wizards,MIN,WAS,N. Peković,M. Gortat,B. Beal,WAS,MIN,K. Love,/players/l/loveke01.html,WAS,MIN,M. Gortat,N. Peković,1
201312270NOP,https://www.basketball-reference.com/boxscores/pbp/201312270NOP.html,New Orleans Pelicans,Denver Nuggets,NOP,DEN,T. Mozgov,A. Davis,R. Anderson,DEN,NOP,J. Holiday,/players/h/holidjr01.html,DEN,NOP,A. Davis,T. Mozgov,1
201312270UTA,https://www.basketball-reference.com/boxscores/pbp/201312270UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,C. Kaman,D. Favors,D. Favors,LAL,UTA,G. Hayward,/players/h/haywago01.html,LAL,UTA,D. Favors,C. Kaman,1
201312270SAC,https://www.basketball-reference.com/boxscores/pbp/201312270SAC.html,Sacramento Kings,Miami Heat,SAC,MIA,J. Thompson,C. Bosh,C. Bosh,MIA,SAC,R. Mason,/players/m/masonro01.html,MIA,SAC,C. Bosh,J. Thompson,1
201312270GSW,https://www.basketball-reference.com/boxscores/pbp/201312270GSW.html,Golden State Warriors,Phoenix Suns,GSW,PHO,M. Plumlee,A. Bogut,D. Lee,PHO,GSW,D. Lee,/players/l/leeda02.html,PHO,GSW,A. Bogut,M. Plumlee,1
201312280BOS,https://www.basketball-reference.com/boxscores/pbp/201312280BOS.html,Boston Celtics,Cleveland Cavaliers,BOS,CLE,A. Varejão,B. Bass,A. Bradley,CLE,BOS,K. Irving,/players/i/irvinky01.html,CLE,BOS,B. Bass,A. Varejão,1
201312280IND,https://www.basketball-reference.com/boxscores/pbp/201312280IND.html,Indiana Pacers,Brooklyn Nets,IND,BRK,R. Hibbert,K. Garnett,G. Hill,BRK,IND,M. Teletović,/players/t/teletmi01.html,BRK,IND,K. Garnett,R. Hibbert,1
201312280TOR,https://www.basketball-reference.com/boxscores/pbp/201312280TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,J. Valančiūnas,T. Chandler,A. Bargnani,NYK,TOR,B. Udrih,/players/u/udrihbe01.html,NYK,TOR,T. Chandler,J. Valančiūnas,1
201312280WAS,https://www.basketball-reference.com/boxscores/pbp/201312280WAS.html,Washington Wizards,Detroit Pistons,WAS,DET,M. Gortat,A. Drummond,T. Ariza,DET,WAS,T. Ariza,/players/a/arizatr01.html,DET,WAS,A. Drummond,M. Gortat,1
201312280ATL,https://www.basketball-reference.com/boxscores/pbp/201312280ATL.html,Atlanta Hawks,Charlotte Bobcats,ATL,CHA,J. McRoberts,E. Brand,E. Brand,CHA,ATL,P. Millsap,/players/m/millspa01.html,CHA,ATL,E. Brand,J. McRoberts,1
201312280CHI,https://www.basketball-reference.com/boxscores/pbp/201312280CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,J. Noah,S. Dalembert,J. Calderón,DAL,CHI,J. Calderón,/players/c/caldejo01.html,DAL,CHI,S. Dalembert,J. Noah,1
201312280HOU,https://www.basketball-reference.com/boxscores/pbp/201312280HOU.html,Houston Rockets,New Orleans Pelicans,HOU,NOP,D. Howard,A. Davis,R. Anderson,NOP,HOU,C. Parsons,/players/p/parsoch01.html,NOP,HOU,A. Davis,D. Howard,1
201312280MEM,https://www.basketball-reference.com/boxscores/pbp/201312280MEM.html,Memphis Grizzlies,Denver Nuggets,MEM,DEN,T. Mozgov,K. Koufos,K. Koufos,DEN,MEM,M. Conley,/players/c/conlemi01.html,DEN,MEM,K. Koufos,T. Mozgov,1
201312280MIL,https://www.basketball-reference.com/boxscores/pbp/201312280MIL.html,Milwaukee Bucks,Minnesota Timberwolves,MIL,MIN,L. Sanders,N. Peković,K. Love,MIN,MIL,E. İlyasova,/players/i/ilyaser01.html,MIN,MIL,N. Peković,L. Sanders,1
201312280PHO,https://www.basketball-reference.com/boxscores/pbp/201312280PHO.html,Phoenix Suns,Philadelphia 76ers,PHO,PHI,M. Plumlee,S. Hawes,M. Plumlee,PHI,PHO,E. Bledsoe,/players/b/bledser01.html,PHI,PHO,S. Hawes,M. Plumlee,1
201312280POR,https://www.basketball-reference.com/boxscores/pbp/201312280POR.html,Portland Trail Blazers,Miami Heat,POR,MIA,R. Lopez,C. Bosh,C. Bosh,MIA,POR,D. Wade,/players/w/wadedw01.html,MIA,POR,C. Bosh,R. Lopez,1
201312280LAC,https://www.basketball-reference.com/boxscores/pbp/201312280LAC.html,Los Angeles Clippers,Utah Jazz,LAC,UTA,D. Jordan,D. Favors,R. Jefferson,UTA,LAC,G. Hayward,/players/h/haywago01.html,UTA,LAC,D. Favors,D. Jordan,1
201312290CLE,https://www.basketball-reference.com/boxscores/pbp/201312290CLE.html,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,A. Varejão,A. Bogut,K. Thompson,GSW,CLE,K. Irving,/players/i/irvinky01.html,GSW,CLE,A. Bogut,A. Varejão,1
201312290ORL,https://www.basketball-reference.com/boxscores/pbp/201312290ORL.html,Orlando Magic,Atlanta Hawks,ORL,ATL,N. Vučević,E. Brand,J. Teague,ATL,ORL,J. Nelson,/players/n/nelsoja01.html,ATL,ORL,E. Brand,N. Vučević,1
201312290OKC,https://www.basketball-reference.com/boxscores/pbp/201312290OKC.html,Oklahoma City Thunder,Houston Rockets,OKC,HOU,S. Ibaka,D. Howard,K. Durant,HOU,OKC,T. Sefolosha,/players/s/sefolth01.html,HOU,OKC,D. Howard,S. Ibaka,1
201312290SAS,https://www.basketball-reference.com/boxscores/pbp/201312290SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,J. Thompson,T. Duncan,D. Cousins,SAC,SAS,T. Parker,/players/p/parketo01.html,SAC,SAS,T. Duncan,J. Thompson,1
201312290LAL,https://www.basketball-reference.com/boxscores/pbp/201312290LAL.html,Los Angeles Lakers,Philadelphia 76ers,LAL,PHI,J. Hill,S. Hawes,S. Williams,PHI,LAL,J. Farmar,/players/f/farmajo01.html,PHI,LAL,S. Hawes,J. Hill,1
201312300DET,https://www.basketball-reference.com/boxscores/pbp/201312300DET.html,Detroit Pistons,Washington Wizards,DET,WAS,M. Gortat,A. Drummond,A. Drummond,WAS,DET,B. Jennings,/players/j/jennibr01.html,WAS,DET,A. Drummond,M. Gortat,1
201312300MEM,https://www.basketball-reference.com/boxscores/pbp/201312300MEM.html,Memphis Grizzlies,Chicago Bulls,MEM,CHI,J. Noah,K. Koufos,K. Koufos,CHI,MEM,J. Butler,/players/b/butleji01.html,CHI,MEM,K. Koufos,J. Noah,1
201312300MIN,https://www.basketball-reference.com/boxscores/pbp/201312300MIN.html,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,N. Peković,S. Dalembert,J. Calderón,DAL,MIN,J. Calderón,/players/c/caldejo01.html,DAL,MIN,S. Dalembert,N. Peković,1
201312300NOP,https://www.basketball-reference.com/boxscores/pbp/201312300NOP.html,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,R. Lopez,A. Davis,J. Holiday,POR,NOP,R. Anderson,/players/a/anderry01.html,POR,NOP,A. Davis,R. Lopez,1
201312300DEN,https://www.basketball-reference.com/boxscores/pbp/201312300DEN.html,Denver Nuggets,Miami Heat,DEN,MIA,J. Hickson,C. Bosh,L. James,MIA,DEN,D. Wade,/players/w/wadedw01.html,MIA,DEN,C. Bosh,J. Hickson,1
201312300UTA,https://www.basketball-reference.com/boxscores/pbp/201312300UTA.html,Utah Jazz,Charlotte Bobcats,UTA,CHA,J. McRoberts,D. Favors,K. Walker,CHA,UTA,G. Hayward,/players/h/haywago01.html,CHA,UTA,D. Favors,J. McRoberts,1
201312300LAC,https://www.basketball-reference.com/boxscores/pbp/201312300LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,M. Plumlee,D. Jordan,G. Dragić,PHO,LAC,J. Crawford,/players/c/crawfja01.html,PHO,LAC,D. Jordan,M. Plumlee,1
201312310BOS,https://www.basketball-reference.com/boxscores/pbp/201312310BOS.html,Boston Celtics,Atlanta Hawks,BOS,ATL,E. Brand,B. Bass,J. Green,ATL,BOS,J. Crawford,/players/c/crawfjo02.html,ATL,BOS,B. Bass,E. Brand,1
201312310IND,https://www.basketball-reference.com/boxscores/pbp/201312310IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,A. Varejão,R. Hibbert,G. Hill,CLE,IND,K. Irving,/players/i/irvinky01.html,CLE,IND,R. Hibbert,A. Varejão,1
201312310ORL,https://www.basketball-reference.com/boxscores/pbp/201312310ORL.html,Orlando Magic,Golden State Warriors,ORL,GSW,N. Vučević,A. Bogut,G. Davis,GSW,ORL,G. Davis,/players/d/davisgl01.html,GSW,ORL,A. Bogut,N. Vučević,1
201312310HOU,https://www.basketball-reference.com/boxscores/pbp/201312310HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,J. Thompson,D. Howard,B. McLemore,SAC,HOU,T. Jones,/players/j/joneste01.html,SAC,HOU,D. Howard,J. Thompson,1
201312310SAS,https://www.basketball-reference.com/boxscores/pbp/201312310SAS.html,San Antonio Spurs,Brooklyn Nets,SAS,BRK,K. Garnett,T. Duncan,M. Teletović,BRK,SAS,D. Williams,/players/w/willide01.html,BRK,SAS,T. Duncan,K. Garnett,1
201312310CHI,https://www.basketball-reference.com/boxscores/pbp/201312310CHI.html,Chicago Bulls,Toronto Raptors,CHI,TOR,J. Valančiūnas,J. Noah,D. DeRozan,TOR,CHI,A. Johnson,/players/j/johnsam01.html,TOR,CHI,J. Noah,J. Valančiūnas,1
201312310OKC,https://www.basketball-reference.com/boxscores/pbp/201312310OKC.html,Oklahoma City Thunder,Portland Trail Blazers,OKC,POR,R. Lopez,S. Ibaka,S. Ibaka,POR,OKC,T. Sefolosha,/players/s/sefolth01.html,POR,OKC,S. Ibaka,R. Lopez,1
201312310LAL,https://www.basketball-reference.com/boxscores/pbp/201312310LAL.html,Los Angeles Lakers,Milwaukee Bucks,LAL,MIL,L. Sanders,P. Gasol,E. İlyasova,MIL,LAL,J. Farmar,/players/f/farmajo01.html,MIL,LAL,P. Gasol,L. Sanders,1
201401010TOR,https://www.basketball-reference.com/boxscores/pbp/201401010TOR.html,Toronto Raptors,Indiana Pacers,TOR,IND,J. Valančiūnas,R. Hibbert,R. Hibbert,IND,TOR,K. Lowry,/players/l/lowryky01.html,IND,TOR,R. Hibbert,J. Valančiūnas,1
201401010MIN,https://www.basketball-reference.com/boxscores/pbp/201401010MIN.html,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,N. Peković,A. Davis,N. Peković,NOP,MIN,R. Rubio,/players/r/rubiori01.html,NOP,MIN,A. Davis,N. Peković,1
201401010DEN,https://www.basketball-reference.com/boxscores/pbp/201401010DEN.html,Denver Nuggets,Philadelphia 76ers,DEN,PHI,J. Hickson,S. Hawes,J. Hickson,PHI,DEN,K. Faried,/players/f/farieke01.html,PHI,DEN,S. Hawes,J. Hickson,1
201401010LAC,https://www.basketball-reference.com/boxscores/pbp/201401010LAC.html,Los Angeles Clippers,Charlotte Bobcats,LAC,CHA,J. McRoberts,D. Jordan,B. Griffin,CHA,LAC,C. Paul,/players/p/paulch01.html,CHA,LAC,D. Jordan,J. McRoberts,1
201401020CLE,https://www.basketball-reference.com/boxscores/pbp/201401020CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,A. Varejão,J. Maxiell,E. Clark,ORL,CLE,E. Clark,/players/c/clarkea01.html,ORL,CLE,J. Maxiell,A. Varejão,1
201401020MIA,https://www.basketball-reference.com/boxscores/pbp/201401020MIA.html,Miami Heat,Golden State Warriors,MIA,GSW,C. Bosh,A. Bogut,D. Lee,GSW,MIA,S. Curry,/players/c/curryst01.html,GSW,MIA,A. Bogut,C. Bosh,1
201401020CHI,https://www.basketball-reference.com/boxscores/pbp/201401020CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,J. Noah,B. Bass,L. Deng,BOS,CHI,J. Butler,/players/b/butleji01.html,BOS,CHI,B. Bass,J. Noah,1
201401020OKC,https://www.basketball-reference.com/boxscores/pbp/201401020OKC.html,Oklahoma City Thunder,Brooklyn Nets,OKC,BRK,S. Ibaka,K. Garnett,K. Perkins,BRK,OKC,S. Livingston,/players/l/livinsh01.html,BRK,OKC,K. Garnett,S. Ibaka,1
201401020SAS,https://www.basketball-reference.com/boxscores/pbp/201401020SAS.html,San Antonio Spurs,New York Knicks,SAS,NYK,T. Duncan,T. Chandler,M. Belinelli,NYK,SAS,A. Bargnani,/players/b/bargnan01.html,NYK,SAS,T. Chandler,T. Duncan,1
201401020PHO,https://www.basketball-reference.com/boxscores/pbp/201401020PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,M. Plumlee,K. Koufos,G. Green,MEM,PHO,M. Conley,/players/c/conlemi01.html,MEM,PHO,K. Koufos,M. Plumlee,1
201401020UTA,https://www.basketball-reference.com/boxscores/pbp/201401020UTA.html,Utah Jazz,Milwaukee Bucks,UTA,MIL,L. Sanders,D. Favors,E. İlyasova,MIL,UTA,T. Burke,/players/b/burketr01.html,MIL,UTA,D. Favors,L. Sanders,1
201401020POR,https://www.basketball-reference.com/boxscores/pbp/201401020POR.html,Portland Trail Blazers,Charlotte Bobcats,POR,CHA,J. McRoberts,R. Lopez,A. Jefferson,CHA,POR,L. Aldridge,/players/a/aldrila01.html,CHA,POR,R. Lopez,J. McRoberts,1
201401020SAC,https://www.basketball-reference.com/boxscores/pbp/201401020SAC.html,Sacramento Kings,Philadelphia 76ers,SAC,PHI,J. Thompson,S. Hawes,D. Cousins,PHI,SAC,I. Thomas,/players/t/thomais02.html,PHI,SAC,S. Hawes,J. Thompson,1
201401030WAS,https://www.basketball-reference.com/boxscores/pbp/201401030WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,J. Valančiūnas,M. Gortat,K. Lowry,TOR,WAS,A. Johnson,/players/j/johnsam01.html,TOR,WAS,M. Gortat,J. Valančiūnas,1
201401030ATL,https://www.basketball-reference.com/boxscores/pbp/201401030ATL.html,Atlanta Hawks,Golden State Warriors,ATL,GSW,A. Bogut,P. Antić,K. Thompson,GSW,ATL,D. Lee,/players/l/leeda02.html,GSW,ATL,P. Antić,A. Bogut,1
201401030BOS,https://www.basketball-reference.com/boxscores/pbp/201401030BOS.html,Boston Celtics,New Orleans Pelicans,BOS,NOP,A. Davis,B. Bass,A. Davis,NOP,BOS,J. Crawford,/players/c/crawfjo02.html,NOP,BOS,B. Bass,A. Davis,1
201401030HOU,https://www.basketball-reference.com/boxscores/pbp/201401030HOU.html,Houston Rockets,New York Knicks,HOU,NYK,D. Howard,T. Chandler,C. Parsons,NYK,HOU,J. Lin,/players/l/linje01.html,NYK,HOU,T. Chandler,D. Howard,1
201401030DAL,https://www.basketball-reference.com/boxscores/pbp/201401030DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,D. Jordan,S. Dalembert,M. Ellis,LAC,DAL,C. Paul,/players/p/paulch01.html,LAC,DAL,S. Dalembert,D. Jordan,1
201401030DEN,https://www.basketball-reference.com/boxscores/pbp/201401030DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,K. Koufos,J. Hickson,M. Conley,MEM,DEN,T. Allen,/players/a/allento01.html,MEM,DEN,J. Hickson,K. Koufos,1
201401030LAL,https://www.basketball-reference.com/boxscores/pbp/201401030LAL.html,Los Angeles Lakers,Utah Jazz,LAL,UTA,P. Gasol,D. Favors,K. Marshall,UTA,LAL,K. Marshall,/players/m/marshke01.html,UTA,LAL,D. Favors,P. Gasol,1
201401040IND,https://www.basketball-reference.com/boxscores/pbp/201401040IND.html,Indiana Pacers,New Orleans Pelicans,IND,NOP,R. Hibbert,A. Davis,J. Holiday,NOP,IND,D. West,/players/w/westda01.html,NOP,IND,A. Davis,R. Hibbert,1
201401040ORL,https://www.basketball-reference.com/boxscores/pbp/201401040ORL.html,Orlando Magic,Miami Heat,ORL,MIA,G. Davis,C. Bosh,D. Wade,MIA,ORL,L. James,/players/j/jamesle01.html,MIA,ORL,C. Bosh,G. Davis,1
201401040BRK,https://www.basketball-reference.com/boxscores/pbp/201401040BRK.html,Brooklyn Nets,Cleveland Cavaliers,BRK,CLE,A. Varejão,R. Evans,R. Evans,CLE,BRK,T. Thompson,/players/t/thomptr01.html,CLE,BRK,R. Evans,A. Varejão,1
201401040CHI,https://www.basketball-reference.com/boxscores/pbp/201401040CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,J. Noah,P. Millsap,L. Deng,ATL,CHI,P. Antić,/players/a/anticpe01.html,ATL,CHI,P. Millsap,J. Noah,1
201401040MIN,https://www.basketball-reference.com/boxscores/pbp/201401040MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,N. Peković,S. Ibaka,R. Jackson,OKC,MIN,R. Rubio,/players/r/rubiori01.html,OKC,MIN,S. Ibaka,N. Peković,1
201401040SAS,https://www.basketball-reference.com/boxscores/pbp/201401040SAS.html,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,D. Jordan,T. Duncan,D. Jordan,LAC,SAS,D. Collison,/players/c/collida01.html,LAC,SAS,T. Duncan,D. Jordan,1
201401040PHO,https://www.basketball-reference.com/boxscores/pbp/201401040PHO.html,Phoenix Suns,Milwaukee Bucks,PHO,MIL,L. Sanders,M. Plumlee,C. Frye,MIL,PHO,B. Knight,/players/k/knighbr03.html,MIL,PHO,M. Plumlee,L. Sanders,1
